FName=ANDRE
LName=DUTRIEUX
ID=DUTRIAN#56058
Exam.Date=03_10_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 49 Left Marker Time=0.143000 Right Marker Time=0.943000 ES Time=0.554000
Num Frames:  Knots:
        47       29
-23.89,  132.76,-23.04,  130.08,-22.19,  127.37,-21.36,  124.61,-20.57,  121.76,-19.87,  118.79,-19.31,  115.68,-19.00,  112.44,-19.03,  109.13,-19.46,  105.85,-20.25,  102.72,-21.29,  99.79,-22.44,  97.07,-23.59,  94.49,-24.65,  91.96,-25.61,  89.43,-26.43,  86.84,-27.11,  84.18,-27.64,  81.43,-28.01,  78.61,-28.25,  75.74,-28.35,  72.83,-28.34,  69.90,-28.24,  66.96,-28.06,  64.02,-27.82,  61.07,-27.54,  58.13,-27.23,  55.19,-26.92,  52.25,
-24.17,  134.51,-23.35,  131.78,-22.54,  129.02,-21.72,  126.21,-20.93,  123.32,-20.20,  120.31,-19.58,  117.16,-19.18,  113.88,-19.10,  110.53,-19.40,  107.20,-20.09,  104.01,-21.07,  101.04,-22.22,  98.27,-23.40,  95.65,-24.54,  93.09,-25.59,  90.51,-26.51,  87.87,-27.29,  85.14,-27.91,  82.32,-28.36,  79.42,-28.66,  76.46,-28.81,  73.47,-28.85,  70.45,-28.77,  67.43,-28.61,  64.40,-28.38,  61.38,-28.11,  58.36,-27.81,  55.35,-27.50,  52.34,
-24.79,  136.39,-24.05,  133.58,-23.30,  130.76,-22.54,  127.88,-21.79,  124.93,-21.06,  121.88,-20.43,  118.70,-19.97,  115.41,-19.79,  112.06,-19.97,  108.75,-20.53,  105.56,-21.41,  102.57,-22.50,  99.78,-23.68,  97.12,-24.87,  94.49,-25.99,  91.84,-26.99,  89.10,-27.85,  86.27,-28.52,  83.34,-29.01,  80.32,-29.32,  77.25,-29.48,  74.16,-29.49,  71.04,-29.38,  67.93,-29.18,  64.82,-28.90,  61.73,-28.58,  58.64,-28.22,  55.57,-27.86,  52.50,
-25.18,  137.92,-24.54,  135.04,-23.88,  132.15,-23.21,  129.21,-22.52,  126.20,-21.85,  123.09,-21.25,  119.87,-20.79,  116.57,-20.59,  113.24,-20.71,  109.95,-21.19,  106.81,-22.00,  103.85,-23.05,  101.07,-24.24,  98.40,-25.46,  95.74,-26.64,  93.02,-27.72,  90.20,-28.63,  87.26,-29.35,  84.21,-29.86,  81.09,-30.17,  77.92,-30.31,  74.73,-30.29,  71.53,-30.14,  68.35,-29.88,  65.18,-29.54,  62.03,-29.14,  58.90,-28.72,  55.79,-28.28,  52.68,
-25.44,  138.62,-24.85,  135.71,-24.24,  132.78,-23.61,  129.81,-22.96,  126.76,-22.31,  123.62,-21.72,  120.38,-21.26,  117.08,-21.04,  113.75,-21.14,  110.48,-21.60,  107.36,-22.38,  104.43,-23.41,  101.66,-24.60,  98.98,-25.84,  96.30,-27.06,  93.54,-28.17,  90.66,-29.11,  87.66,-29.85,  84.54,-30.37,  81.34,-30.67,  78.11,-30.79,  74.86,-30.74,  71.62,-30.56,  68.38,-30.27,  65.17,-29.90,  61.98,-29.47,  58.82,-29.00,  55.68,-28.52,  52.56,
-26.02,  138.52,-25.39,  135.61,-24.74,  132.68,-24.08,  129.71,-23.38,  126.67,-22.69,  123.53,-22.04,  120.29,-21.54,  116.99,-21.28,  113.67,-21.34,  110.41,-21.76,  107.28,-22.52,  104.33,-23.52,  101.55,-24.68,  98.84,-25.89,  96.12,-27.06,  93.32,-28.12,  90.41,-29.01,  87.37,-29.69,  84.23,-30.15,  81.01,-30.40,  77.77,-30.47,  74.51,-30.38,  71.26,-30.16,  68.02,-29.83,  64.79,-29.42,  61.60,-28.95,  58.42,-28.46,  55.27,-27.95,  52.13,
-26.73,  137.71,-26.01,  134.85,-25.29,  131.97,-24.53,  129.04,-23.76,  126.04,-22.97,  122.95,-22.25,  119.77,-21.68,  116.50,-21.36,  113.21,-21.38,  109.96,-21.76,  106.83,-22.47,  103.86,-23.41,  101.05,-24.50,  98.31,-25.61,  95.56,-26.68,  92.74,-27.62,  89.82,-28.38,  86.78,-28.94,  83.66,-29.28,  80.47,-29.43,  77.26,-29.41,  74.04,-29.24,  70.81,-28.94,  67.60,-28.55,  64.39,-28.08,  61.21,-27.55,  58.04,-27.00,  54.88,-26.44,  51.73,
-27.18,  136.49,-26.36,  133.71,-25.52,  130.91,-24.67,  128.08,-23.78,  125.16,-22.90,  122.16,-22.09,  119.04,-21.45,  115.82,-21.07,  112.55,-21.05,  109.30,-21.39,  106.15,-22.05,  103.15,-22.93,  100.31,-23.93,  97.55,-24.93,  94.80,-25.87,  91.99,-26.67,  89.10,-27.29,  86.12,-27.71,  83.06,-27.94,  79.95,-27.98,  76.82,-27.87,  73.66,-27.62,  70.51,-27.24,  67.35,-26.77,  64.19,-26.23,  61.04,-25.64,  57.90,-25.03,  54.76,-24.40,  51.63,
-27.17,  135.31,-26.21,  132.64,-25.23,  129.95,-24.23,  127.21,-23.22,  124.40,-22.22,  121.48,-21.30,  118.41,-20.56,  115.21,-20.11,  111.90,-20.04,  108.57,-20.35,  105.33,-20.98,  102.25,-21.82,  99.36,-22.74,  96.59,-23.66,  93.87,-24.49,  91.13,-25.18,  88.33,-25.71,  85.46,-26.05,  82.52,-26.22,  79.52,-26.23,  76.49,-26.08,  73.43,-25.81,  70.36,-25.42,  67.28,-24.94,  64.18,-24.39,  61.08,-23.79,  57.97,-23.17,  54.86,-22.53,  51.75,
-26.68,  134.42,-25.58,  131.87,-24.47,  129.29,-23.34,  126.67,-22.21,  123.96,-21.09,  121.11,-20.06,  118.08,-19.22,  114.85,-18.69,  111.46,-18.56,  108.01,-18.85,  104.63,-19.46,  101.45,-20.28,  98.49,-21.17,  95.72,-22.03,  93.06,-22.81,  90.42,-23.47,  87.75,-23.97,  85.02,-24.31,  82.21,-24.50,  79.34,-24.54,  76.42,-24.44,  73.46,-24.21,  70.48,-23.88,  67.47,-23.46,  64.43,-22.96,  61.37,-22.42,  58.30,-21.85,  55.21,-21.26,  52.12,
