FName=CHRISTIAN
LName=DAISNE
ID=DAISNCH#72170
Exam.Date=25_01_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 61 Left Marker Time=0.164000 Right Marker Time=1.079000 ES Time=0.589000
Num Frames:  Knots:
        72       27
-17.63,  127.97,-16.48,  124.79,-15.33,  121.60,-14.17,  118.41,-13.00,  115.23,-11.80,  112.04,-10.58,  108.81,-9.40,  105.50,-8.38,  102.06,-7.71,  98.49,-7.60,  94.83,-8.16,  91.20,-9.32,  87.71,-10.88,  84.41,-12.55,  81.26,-14.11,  78.17,-15.42,  75.04,-16.40,  71.85,-17.07,  68.57,-17.43,  65.23,-17.55,  61.84,-17.45,  58.42,-17.20,  54.96,-16.83,  51.49,-16.38,  48.00,-15.88,  44.49,-15.37,  40.98,
-17.82,  128.29,-16.65,  125.09,-15.48,  121.88,-14.30,  118.68,-13.11,  115.48,-11.89,  112.27,-10.65,  109.02,-9.45,  105.69,-8.40,  102.24,-7.70,  98.65,-7.56,  94.96,-8.10,  91.29,-9.26,  87.77,-10.82,  84.45,-12.51,  81.28,-14.09,  78.17,-15.40,  75.03,-16.39,  71.81,-17.05,  68.51,-17.41,  65.14,-17.52,  61.73,-17.41,  58.28,-17.14,  54.80,-16.76,  51.31,-16.29,  47.79,-15.79,  44.26,-15.27,  40.72,
-17.79,  128.57,-16.62,  125.35,-15.46,  122.13,-14.29,  118.91,-13.10,  115.69,-11.89,  112.47,-10.66,  109.21,-9.45,  105.87,-8.39,  102.40,-7.68,  98.79,-7.51,  95.08,-8.04,  91.39,-9.20,  87.84,-10.77,  84.50,-12.47,  81.32,-14.06,  78.20,-15.38,  75.04,-16.38,  71.80,-17.04,  68.49,-17.40,  65.10,-17.50,  61.67,-17.39,  58.21,-17.12,  54.72,-16.73,  51.20,-16.26,  47.66,-15.75,  44.11,-15.23,  40.56,
-17.73,  128.86,-16.58,  125.62,-15.42,  122.38,-14.26,  119.14,-13.08,  115.90,-11.88,  112.66,-10.66,  109.38,-9.46,  106.02,-8.39,  102.54,-7.66,  98.91,-7.49,  95.18,-8.01,  91.47,-9.18,  87.91,-10.76,  84.56,-12.47,  81.37,-14.07,  78.24,-15.41,  75.08,-16.42,  71.83,-17.09,  68.50,-17.45,  65.10,-17.56,  61.66,-17.45,  58.18,-17.17,  54.67,-16.78,  51.15,-16.31,  47.60,-15.80,  44.04,-15.28,  40.47,
-17.76,  129.13,-16.61,  125.87,-15.46,  122.60,-14.31,  119.34,-13.14,  116.08,-11.95,  112.82,-10.73,  109.51,-9.53,  106.14,-8.46,  102.64,-7.72,  99.00,-7.55,  95.26,-8.07,  91.55,-9.24,  87.98,-10.83,  84.63,-12.56,  81.44,-14.17,  78.31,-15.52,  75.13,-16.54,  71.87,-17.21,  68.52,-17.58,  65.11,-17.68,  61.66,-17.57,  58.19,-17.30,  54.68,-16.90,  51.16,-16.43,  47.62,-15.92,  44.06,-15.40,  40.50,
-17.86,  129.42,-16.71,  126.13,-15.57,  122.83,-14.42,  119.54,-13.26,  116.25,-12.07,  112.95,-10.86,  109.62,-9.67,  106.21,-8.60,  102.70,-7.86,  99.05,-7.68,  95.31,-8.21,  91.60,-9.39,  88.05,-10.98,  84.71,-12.72,  81.52,-14.35,  78.37,-15.71,  75.18,-16.73,  71.90,-17.40,  68.54,-17.77,  65.13,-17.87,  61.67,-17.76,  58.20,-17.48,  54.70,-17.08,  51.19,-16.61,  47.66,-16.10,  44.12,-15.57,  40.58,
-17.97,  129.63,-16.83,  126.30,-15.70,  122.98,-14.55,  119.66,-13.40,  116.34,-12.22,  113.01,-11.02,  109.65,-9.83,  106.22,-8.77,  102.70,-8.03,  99.04,-7.86,  95.31,-8.40,  91.62,-9.59,  88.09,-11.20,  84.77,-12.94,  81.58,-14.57,  78.42,-15.94,  75.21,-16.96,  71.91,-17.63,  68.54,-17.99,  65.11,-18.09,  61.66,-17.97,  58.18,-17.69,  54.70,-17.29,  51.19,-16.81,  47.68,-16.30,  44.16,-15.77,  40.63,
-18.06,  129.64,-16.93,  126.31,-15.80,  122.97,-14.66,  119.64,-13.51,  116.31,-12.34,  112.97,-11.15,  109.60,-9.96,  106.17,-8.90,  102.64,-8.18,  98.99,-8.03,  95.28,-8.58,  91.61,-9.77,  88.10,-11.39,  84.79,-13.14,  81.61,-14.77,  78.45,-16.14,  75.22,-17.15,  71.91,-17.83,  68.53,-18.18,  65.11,-18.28,  61.65,-18.15,  58.19,-17.87,  54.71,-17.46,  51.23,-16.98,  47.74,-16.47,  44.24,-15.94,  40.73,
-17.99,  129.56,-16.87,  126.22,-15.75,  122.88,-14.63,  119.54,-13.50,  116.21,-12.34,  112.86,-11.16,  109.49,-9.99,  106.06,-8.96,  102.53,-8.26,  98.89,-8.13,  95.20,-8.70,  91.56,-9.91,  88.08,-11.53,  84.80,-13.28,  81.63,-14.92,  78.48,-16.28,  75.25,-17.29,  71.95,-17.96,  68.57,-18.32,  65.16,-18.41,  61.72,-18.29,  58.28,-18.00,  54.83,-17.60,  51.37,-17.13,  47.91,-16.62,  44.44,-16.09,  40.97,
-17.88,  129.46,-16.78,  126.11,-15.68,  122.76,-14.58,  119.42,-13.46,  116.07,-12.31,  112.72,-11.15,  109.34,-10.00,  105.91,-8.98,  102.38,-8.30,  98.76,-8.20,  95.08,-8.80,  91.47,-10.02,  88.03,-11.63,  84.77,-13.37,  81.63,-14.99,  78.50,-16.34,  75.30,-17.35,  72.02,-18.03,  68.67,-18.40,  65.28,-18.50,  61.88,-18.39,  58.47,-18.12,  55.06,-17.73,  51.63,-17.28,  48.21,-16.78,  44.77,-16.28,  41.34,
