FName=francoise
LName=blanquart
ID=BLANQFR#85718
Exam.Date=15_02_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 60 Left Marker Time=0.167000 Right Marker Time=1.120000 ES Time=0.401000
Num Frames:  Knots:
        68       29
-31.62,  125.65,-32.49,  122.70,-33.39,  119.75,-34.29,  116.74,-35.14,  113.63,-35.91,  110.42,-36.60,  107.11,-37.20,  103.72,-37.70,  100.30,-38.07,  96.90,-38.29,  93.56,-38.36,  90.29,-38.26,  87.09,-38.00,  83.96,-37.58,  80.85,-37.00,  77.75,-36.26,  74.62,-35.33,  71.44,-34.17,  68.23,-32.83,  65.04,-31.37,  61.93,-29.89,  58.91,-28.44,  55.97,-27.04,  53.05,-25.72,  50.13,-24.47,  47.18,-23.27,  44.19,-22.12,  41.16,-20.98,  38.12,
-31.33,  125.88,-32.20,  122.93,-33.12,  119.97,-34.03,  116.95,-34.89,  113.85,-35.69,  110.64,-36.40,  107.32,-37.03,  103.92,-37.55,  100.49,-37.94,  97.08,-38.20,  93.73,-38.29,  90.45,-38.22,  87.24,-37.98,  84.09,-37.58,  80.97,-37.02,  77.85,-36.29,  74.71,-35.36,  71.51,-34.22,  68.28,-32.87,  65.08,-31.40,  61.95,-29.91,  58.93,-28.45,  55.98,-27.04,  53.06,-25.71,  50.13,-24.44,  47.17,-23.24,  44.17,-22.07,  41.14,-20.92,  38.10,
-30.81,  126.27,-31.69,  123.30,-32.61,  120.32,-33.54,  117.29,-34.43,  114.18,-35.26,  110.97,-36.01,  107.64,-36.68,  104.24,-37.24,  100.80,-37.68,  97.38,-37.98,  94.02,-38.13,  90.73,-38.11,  87.50,-37.92,  84.34,-37.56,  81.19,-37.04,  78.05,-36.34,  74.88,-35.44,  71.66,-34.32,  68.41,-32.98,  65.18,-31.51,  62.03,-30.02,  59.00,-28.55,  56.03,-27.13,  53.10,-25.78,  50.17,-24.50,  47.20,-23.27,  44.19,-22.08,  41.15,-20.91,  38.09,
-30.23,  126.87,-31.08,  123.88,-31.98,  120.89,-32.90,  117.86,-33.79,  114.76,-34.64,  111.55,-35.41,  108.23,-36.12,  104.82,-36.73,  101.38,-37.23,  97.95,-37.61,  94.58,-37.83,  91.27,-37.88,  88.02,-37.77,  84.82,-37.49,  81.64,-37.03,  78.46,-36.39,  75.25,-35.55,  71.99,-34.46,  68.70,-33.15,  65.43,-31.70,  62.25,-30.21,  59.18,-28.74,  56.19,-27.31,  53.24,-25.94,  50.28,-24.65,  47.30,-23.41,  44.27,-22.20,  41.20,-21.01,  38.12,
-29.85,  127.90,-30.63,  124.90,-31.47,  121.90,-32.34,  118.87,-33.21,  115.76,-34.04,  112.55,-34.82,  109.23,-35.54,  105.81,-36.19,  102.34,-36.74,  98.88,-37.17,  95.47,-37.47,  92.13,-37.60,  88.85,-37.57,  85.60,-37.36,  82.38,-36.97,  79.16,-36.41,  75.89,-35.63,  72.58,-34.61,  69.24,-33.35,  65.92,-31.94,  62.68,-30.47,  59.57,-29.00,  56.54,-27.57,  53.54,-26.20,  50.54,-24.90,  47.52,-23.66,  44.44,-22.45,  41.33,-21.26,  38.20,
-29.68,  129.12,-30.42,  126.12,-31.21,  123.10,-32.05,  120.06,-32.90,  116.94,-33.74,  113.72,-34.53,  110.38,-35.26,  106.94,-35.91,  103.44,-36.48,  99.95,-36.93,  96.51,-37.25,  93.13,-37.42,  89.81,-37.42,  86.54,-37.25,  83.29,-36.91,  80.03,-36.38,  76.73,-35.66,  73.38,-34.69,  70.00,-33.49,  66.63,-32.11,  63.34,-30.67,  60.17,-29.22,  57.09,-27.80,  54.03,-26.43,  50.98,-25.13,  47.89,-23.90,  44.76,-22.71,  41.58,-21.54,  38.38,
-29.54,  130.27,-30.30,  127.26,-31.11,  124.23,-31.97,  121.16,-32.86,  118.03,-33.73,  114.78,-34.55,  111.41,-35.30,  107.94,-35.96,  104.42,-36.51,  100.90,-36.94,  97.43,-37.25,  94.03,-37.40,  90.69,-37.38,  87.40,-37.20,  84.14,-36.84,  80.87,-36.31,  77.57,-35.60,  74.22,-34.66,  70.82,-33.48,  67.43,-32.14,  64.11,-30.71,  60.89,-29.28,  57.75,-27.88,  54.63,-26.53,  51.51,-25.26,  48.35,-24.07,  45.15,-22.92,  41.90,-21.79,  38.62,
-29.33,  131.40,-30.16,  128.35,-31.03,  125.29,-31.95,  122.20,-32.91,  119.03,-33.85,  115.75,-34.73,  112.35,-35.51,  108.84,-36.17,  105.28,-36.71,  101.73,-37.12,  98.23,-37.39,  94.80,-37.51,  91.44,-37.47,  88.13,-37.26,  84.86,-36.87,  81.59,-36.31,  78.29,-35.58,  74.94,-34.64,  71.55,-33.48,  68.15,-32.14,  64.82,-30.72,  61.58,-29.29,  58.39,-27.90,  55.22,-26.57,  52.04,-25.32,  48.82,-24.16,  45.55,-23.06,  42.24,-21.98,  38.89,
-29.24,  132.37,-30.12,  129.30,-31.02,  126.21,-31.98,  123.09,-32.96,  119.90,-33.93,  116.60,-34.84,  113.16,-35.64,  109.62,-36.32,  106.02,-36.86,  102.42,-37.27,  98.87,-37.54,  95.39,-37.65,  91.99,-37.60,  88.66,-37.38,  85.38,-36.98,  82.11,-36.42,  78.82,-35.69,  75.49,-34.75,  72.11,-33.59,  68.72,-32.25,  65.38,-30.82,  62.12,-29.38,  58.91,-27.98,  55.70,-26.65,  52.47,-25.41,  49.20,-24.26,  45.89,-23.18,  42.53,-22.13,  39.14,
-29.43,  132.81,-30.30,  129.73,-31.20,  126.63,-32.15,  123.51,-33.12,  120.32,-34.08,  117.00,-34.98,  113.56,-35.78,  109.99,-36.46,  106.37,-36.99,  102.73,-37.38,  99.15,-37.64,  95.65,-37.75,  92.24,-37.69,  88.91,-37.47,  85.63,-37.09,  82.37,-36.53,  79.09,-35.81,  75.78,-34.89,  72.41,-33.74,  69.03,-32.40,  65.69,-30.96,  62.43,-29.50,  59.21,-28.09,  55.99,-26.75,  52.75,-25.50,  49.47,-24.35,  46.15,-23.27,  42.77,-22.23,  39.35,
